mort_date,year,month,month_numerical,site_id,latitude,longitude,mort_action,mort_contributing,mort_comments,company,site,zone,species,mort_cause,mortality_events,mot_control,algalbloom,ag_control,low_do,ldocontrol,treatment,treatment_control,date,year class
8/29/2016,2016,August,8,1079,49.886799,-126.7911,Continued monitoring,Low Dissolved Oxygen,n/a,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,1
8/29/2016,2016,August,8,1697,49.795952,-124.10162,Harvest,Infectious disease; Maturation,Salmonid Rickettsial Septicemia,Grieg Seafood BC,Culloden,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/28/2016,1
9/10/2016,2016,September,9,1863,49.878139,-126.76145,Continued monitoring,n/a,n/a,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,42642,1
9/11/2016,2016,September,9,1401,50.286129,-125.34917,Carcass Removal,n/a,n/a,Cermaq Canada,Brent Island,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/16/2016,2
9/14/2016,2016,September,9,871,50.324371,-125.26039,Harvest,Infectious disease,Salmonid Rickettsial Septicemia,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/11/2016,2
9/26/2016,2016,September,9,306,50.30241,-125.33778,Harvest,Harvesting; Large fish,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,42614,1
10/5/2016,2016,October,10,1537,49.327019,-125.79902,Carcass Removal,n/a,n/a,Cermaq Canada,Bare Bluff,Clayoquot Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/18/2016,2
10/11/2016,2016,October,10,211,50.30946,-125.31618,Environmental Mitigation,n/a,n/a,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/5/2016,1
10/13/2016,2016,October,10,1079,49.886799,-126.7911,Continued monitoring,Low Dissolved Oxygen,n/a,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,10/28/2016,1
10/16/2016,2016,October,10,467,50.657841,-126.66298,Carcass Removal,n/a,n/a,MOWI Canada West,Midsummer,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,42668,2
3/10/2017,2017,March,3,1148,49.34182,-125.95328,Carcass Removal,n/a,n/a,Cermaq Canada,Binns Island,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/17/2017,1
3/19/2017,2017,March,3,1293,50.8195,-127.55568,Harvest,n/a,n/a,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,3/28/2017,1
3/19/2017,2017,March,3,1700,49.640121,-126.32735,Continued monitoring,n/a,n/a,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,3/6/2017,2
4/4/2017,2017,April,4,1079,49.886799,-126.7911,None required,n/a,Medicinal bath treatment,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,42829,2
4/11/2017,2017,April,4,1863,49.878139,-126.76145,None required,n/a,Medicinal bath treatment,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,42836,2
5/2/2017,2017,May,5,1472,49.279282,-125.83065,Continued monitoring,n/a,n/a,Cermaq Canada,West Side,Clayoquot Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/21/2017,1
5/27/2017,2017,May,5,1863,49.878139,-126.76145,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,5/8/2017,2
5/29/2017,2017,May,5,1825,50.60799,-126.36301,Continued monitoring,Non-infectious disease,Poor gill health,Grieg Seafood BC,Noo-la,Broughton Archipelago,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,5/4/2017,1
7/3/2017,2017,July,7,1895,52.796089,-128.31093,None required,n/a,n/a,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/6/2017,2
7/27/2017,2017,July,7,314,49.324371,-126.04849,Environmental Mitigation,n/a,n/a,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,7/13/2017,1
8/4/2017,2017,August,8,458,50.837719,-126.66313,Environmental Mitigation,n/a,n/a,Cermaq Canada,Cypress Harbour,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/18/2017,2
8/4/2017,2017,August,8,869,50.852711,-126.75743,Environmental Mitigation,n/a,n/a,Cermaq Canada,Maude Island,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/2/2017,2
8/6/2017,2017,August,8,540,49.235031,-125.75174,Environmental Mitigation,n/a,n/a,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/17/2017,2
8/12/2017,2017,August,8,234,49.404781,-126.15072,Environmental Mitigation,n/a,Low Dissolved Oxygen,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/18/2017,2
8/13/2017,2017,August,8,1895,52.796089,-128.31093,Continued monitoring,n/a,n/a,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,42967,2
8/17/2017,2017,August,8,1144,50.796902,-126.49581,Carcass Removal,n/a,n/a,Cermaq Canada,Burdwood,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/4/2017,1
8/18/2017,2017,August,8,465,50.61871,-126.70473,Environmental Mitigation,n/a,n/a,MOWI Canada West,Swanson,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/16/2017,2
8/24/2017,2017,August,8,1581,50.413391,-125.76974,Environmental Mitigation,n/a,n/a,MOWI Canada West,Hardwicke,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/25/2017,1
8/31/2017,2017,August,8,1300,50.475311,-125.80975,None required,n/a,n/a,MOWI Canada West,Althorpe,Discovery Islands,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,8/16/2017,1
9/8/2017,2017,September,9,1300,50.475311,-125.80975,Environmental Mitigation,n/a,n/a,MOWI Canada West,Althorpe,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,,2
9/8/2017,2017,September,9,1895,52.796089,-128.31093,None required,n/a,Large fish; Low Dissolved Oxygen; Algae bloom,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,9/3/2017,2
9/9/2017,2017,September,9,314,49.324371,-126.04849,Continued monitoring,n/a,n/a,Cermaq Canada,Ross Pass,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,9/18/2017,1
9/9/2017,2017,September,9,1839,50.601059,-126.34741,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Wa-kwa,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/17/2017,2
9/12/2017,2017,September,9,1288,50.81456,-127.48698,Environmental Mitigation,n/a,n/a,MOWI Canada West,Doyle Island,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/6/2017,2
9/12/2017,2017,September,9,1338,50.474564,-127.78781,Continued monitoring,Non-infectious disease,Poor gill health,MOWI Canada West,Mahatta East,Quatsino Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,,2
9/21/2017,2017,September,9,1762,49.646599,-126.43167,None required,n/a,n/a,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,n/a,2
9/22/2017,2017,September,9,820,50.786591,-126.69153,Continued monitoring,n/a,n/a,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/20/2017,1
9/25/2017,2017,September,9,1237,50.485622,-127.87618,Continued monitoring,n/a,Jellyfish,MOWI Canada West,Monday Rocks,Quatsino Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,9/6/2017,2
9/25/2017,2017,September,9,1581,50.413391,-125.76974,Continued monitoring,n/a,n/a,MOWI Canada West,Hardwicke,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/15/2017,2
9/25/2017,2017,September,9,1895,52.796089,-128.31093,Continued monitoring,n/a,n/a,MOWI Canada West,Sheep Passage,Central Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/3/2017,2
9/27/2017,2017,September,9,1293,50.8195,-127.55568,Continued monitoring,n/a,Algae bloom,MOWI Canada West,Duncan Island,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,9/20/2017,2
10/8/2017,2017,October,10,1586,50.653728,-126.28925,Environmental Mitigation,Non-infectious disease,Poor gill health,MOWI Canada West,Doctor Islets,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/18/2017,2
10/11/2017,2017,October,10,1144,50.796902,-126.49581,Carcass Removal,n/a,n/a,Cermaq Canada,Burdwood,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/4/2017,2
10/15/2017,2017,October,10,1700,49.640121,-126.32735,Continued monitoring,n/a,n/a,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,10/4/2017,1
11/4/2017,2017,November,11,1738,49.656029,-126.45404,Continued monitoring,n/a,n/a,Grieg Seafood BC,Atrevida,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,11/11/2017,1
11/8/2017,2017,November,11,1762,49.646599,-126.43167,Continued monitoring,n/a,n/a,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,11/24/2017,1
11/9/2017,2017,November,11,1700,49.640121,-126.32735,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,11/11/2017,1
11/17/2017,2017,November,11,7714,52.676479,-128.57494,Environmental Mitigation,n/a,n/a,MOWI Canada West,Alexander,Central Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,11/7/2017,1
11/27/2017,2017,November,11,1079,49.886799,-126.7911,None required,n/a,n/a,Grieg Seafood BC,Steamer,Esperanza Inlet,Atlantic Salmon (Salmo salar),Transport,1,0,0,1,0,1,0,1,n/a,1
12/7/2017,2017,December,12,1700,49.640121,-126.32735,None required,n/a,Medicinal bath treatment,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/6/2017,2
12/17/2017,2017,December,12,1849,49.64394,-126.33953,None required,Non-infectious disease,Poor gill health; Medicinal bath treatment,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,12/21/2017,2
12/31/2017,2017,December,12,820,50.786591,-126.69153,Not reported,n/a,n/a,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Predation,1,0,0,1,0,1,0,1,12/16/2017,1
1/20/2018,2018,January,1,1700,49.640121,-126.32735,Continued monitoring,n/a,Water quality,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,1/24/2018,1
2/27/2018,2018,February,2,7054,50.893219,-127.89568,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Wanx talis,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,2/15/2018,1
3/4/2018,2018,March,3,1789,49.659229,-126.47587,Continued monitoring,Non-infectious disease,Poor gill health,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/1/2018,1
3/5/2018,2018,March,3,1762,49.646599,-126.43167,Environmental Mitigation,Non-infectious disease,Poor gill health,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/13/2018,1
3/9/2018,2018,March,3,304,50.32159,-125.00882,Carcass Removal,n/a,n/a,Cermaq Canada,Raza Island,Discovery Islands,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/1/2018,2
3/14/2018,2018,March,3,1700,49.640121,-126.32735,Continued monitoring,Non-infectious disease,Poor gill health,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/20/2018,1
3/14/2018,2018,March,3,1849,49.64394,-126.33953,Continued monitoring,Non-infectious disease,Poor gill health,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/6/2018,1
3/14/2018,2018,March,3,7714,52.676479,-128.57494,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Alexander,Central Coast,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,3/7/2018,1
3/16/2018,2018,March,3,1338,50.474564,-127.78781,Carcass Removal,Jellyfish; Crab spawn,n/a,MOWI Canada West,Mahatta East,Quatsino Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,3/13/2018,2
4/12/2018,2018,April,4,1700,49.640121,-126.32735,Continued monitoring,n/a,n/a,Grieg Seafood BC,Muchalat South,Nootka Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,4/29/2018,1
4/13/2018,2018,April,4,1849,49.64394,-126.33953,Continued monitoring,n/a,n/a,Grieg Seafood BC,Muchalat North,Nootka Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,4/6/2018,2
4/25/2018,2018,April,4,1351,50.90567,-127.34239,Carcass Removal,n/a,Medicinal bath treatment,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,4/24/2018,1
4/29/2018,2018,April,4,1789,49.659229,-126.47587,Continued monitoring,Non-infectious disease,Furunculosis; Poor gill health,Grieg Seafood BC,Concepcion,Nootka Sound,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,4/15/2018,1
5/8/2018,2018,May,5,1237,50.485622,-127.87618,Environmental Mitigation,Jellyfish; Non-infectious disease; Handling; Infectious disease,Poor gill health,MOWI Canada West,Monday Rocks,Quatsino Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,5/18/2018,2
5/16/2018,2018,May,5,1697,49.795952,-124.10162,Continued monitoring,Non-infectious disease,Winter Ulcer; Poor gill health,Grieg Seafood BC,Culloden,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,43232,1
5/17/2018,2018,May,5,1762,49.646599,-126.43167,Continued monitoring,Non-infectious disease; Handling; Infectious disease,Poor gill health; Medicinal bath treatment,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,5/31/2018,1
5/24/2018,2018,May,5,234,49.404781,-126.15072,Carcass Removal,n/a,n/a,Cermaq Canada,Dixon Bay,Clayoquot Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,n/a,1
5/25/2018,2018,May,5,1338,50.474564,-127.78781,Harvest,Non-infectious disease; Water quality,Poor gill health,MOWI Canada West,Mahatta East,Quatsino Sound,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,5/23/2018,2
5/27/2018,2018,May,5,7053,50.90078,-127.93638,Carcass Removal,n/a,Low Dissolved Oxygen; Jellyfish,MOWI Canada West,Ghi ya,Port Hardy,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,5/15/2018,Brood
6/1/2018,2018,June,6,78,50.488251,-125.35658,Investigation,n/a,Medicinal bath treatment,MOWI Canada West,Phillips Arm,Discovery Islands,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,6/25/2018,2
6/2/2018,2018,June,6,1697,49.795952,-124.10162,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Culloden,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,1
6/2/2018,2018,June,6,1698,49.779301,-124.15395,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Ahlstrom,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,n/a,1
6/5/2018,2018,June,6,526,49.256699,-125.84153,Carcass Removal,n/a,n/a,Cermaq Canada,Rant Point,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,43274,1
6/6/2018,2018,June,6,221,49.67226,-123.86019,Continued monitoring,n/a,n/a,Grieg Seafood BC,Vantage,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/16/2018,2
6/6/2018,2018,June,6,227,49.30798,-126.00721,Continued monitoring,n/a,n/a,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/13/2018,2
6/6/2018,2018,June,6,871,50.324371,-125.26039,Continued monitoring,Large fish,Poor gill health,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,6/17/2018,2
6/12/2018,2018,June,6,332,49.615349,-123.83407,Continued monitoring,n/a,n/a,Grieg Seafood BC,Salten,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/28/2018,2
6/16/2018,2018,June,6,7054,50.893219,-127.89568,Continued monitoring,n/a,n/a,MOWI Canada West,Wanx talis,Port Hardy,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,6/18/2018,2
6/19/2018,2018,June,6,227,49.30798,-126.00721,Continued monitoring,n/a,n/a,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/13/2018,2
6/22/2018,2018,June,6,543,49.259251,-125.86762,Carcass Removal,n/a,n/a,Cermaq Canada,Mussel Rock,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,6/24/2018,1
6/27/2018,2018,June,6,1762,49.646599,-126.43167,Continued monitoring,Non-infectious disease,Poor gill health,Grieg Seafood BC,Gore,Nootka Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,n/a,1
6/30/2018,2018,June,6,820,50.786591,-126.69153,All pens treated,n/a,Mouth rot,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,6/16/2018,2
7/5/2018,2018,July,7,227,49.30798,-126.00721,Continued monitoring,n/a,n/a,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/18/2018,1
7/11/2018,2018,July,7,540,49.235031,-125.75174,Carcass Removal,n/a,Medicinal bath treatment,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,7/20/2018,1
7/13/2018,2018,July,7,332,49.615349,-123.83407,All pens treated,n/a,Salmonid Rickettsial Septicemia,Grieg Seafood BC,Salten,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,7/9/2018,1
7/13/2018,2018,July,7,7053,50.90078,-127.93638,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Ghi ya,Port Hardy,Atlantic Salmon (Salmo salar),Handling,1,0,0,1,0,1,0,1,7/8/2018,2
7/16/2018,2018,July,7,221,49.67226,-123.86019,All pens treated,n/a,Salmonid Rickettsial Septicemia,Grieg Seafood BC,Vantage,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,7/14/2018,1
7/16/2018,2018,July,7,1059,50.673458,-126.18595,Carcass Removal,Handling; Large fish,n/a,MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/4/2018,2
7/18/2018,2018,July,7,526,49.256699,-125.84153,Carcass Removal,n/a,n/a,Cermaq Canada,Rant Point,Clayoquot Sound,Atlantic Salmon (Salmo salar),Water Quality,1,0,0,1,0,1,0,1,7/16/2018,1
7/20/2018,2018,July,7,746,49.629101,-123.84265,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Site 13,Sunshine Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/27/2018,1
7/20/2018,2018,July,7,1350,50.965549,-127.45345,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Shelter Bay,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/10/2018,1
7/24/2018,2018,July,7,1059,50.673458,-126.18595,Carcass Removal,n/a,Large fish,MOWI Canada West,Sargeaunt Pass,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/4/2018,2
7/24/2018,2018,July,7,1618,50.696819,-126.25532,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Humphrey Rock,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,7/7/2018,1
7/24/2018,2018,July,7,1697,49.795952,-124.10162,Continued monitoring,Non-infectious disease,Salmonid Rickettsial Septicemia; Poor gill health,Grieg Seafood BC,Culloden,Sunshine Coast,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,43306,1
7/27/2018,2018,July,7,821,50.847851,-126.31921,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Glacier Falls,Broughton Archipelago,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,7/19/2018,1
8/2/2018,2018,August,8,1351,50.90567,-127.34239,Carcass Removal,Low Dissolved Oxygen,Mechanical removal treatment,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Treatment,1,0,0,1,0,1,1,0,8/10/2018,2
8/6/2018,2018,August,8,211,50.30946,-125.31618,Continued monitoring,n/a,n/a,MOWI Canada West,Okisollo,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/27/2018,1
8/8/2018,2018,August,8,1862,49.867989,-126.7573,Continued monitoring,n/a,n/a,Grieg Seafood BC,Hecate,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,43335,1
8/10/2018,2018,August,8,1863,49.878139,-126.76145,Continued monitoring,n/a,n/a,Grieg Seafood BC,Esperanza,Esperanza Inlet,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/21/2018,1
8/12/2018,2018,August,8,467,50.657841,-126.66298,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Midsummer,Broughton Archipelago,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,,2
8/12/2018,2018,August,8,1350,50.965549,-127.45345,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Shelter Bay,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/28/2018,1
8/14/2018,2018,August,8,1702,52.787258,-128.41991,Carcass Removal,Non-infectious disease,Poor gill health,MOWI Canada West,Goat Cove,Central Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,43323,1
8/15/2018,2018,August,8,540,49.235031,-125.75174,Carcass Removal,n/a,Poor gill health,Cermaq Canada,Fortune Channel,Clayoquot Sound,Atlantic Salmon (Salmo salar),Non-Infectious Disease,1,0,0,1,0,1,0,1,8/1/2018,2
8/16/2018,2018,August,8,820,50.786591,-126.69153,Carcass Removal,n/a,Mouth rot,MOWI Canada West,Wicklow Point,Broughton Archipelago,Atlantic Salmon (Salmo salar),Infectious disease,1,0,0,1,0,1,0,1,8/25/2018,1
8/19/2018,2018,August,8,746,49.629101,-123.84265,Environmental Mitigation,n/a,n/a,Grieg Seafood BC,Site 13,Sunshine Coast,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/25/2018,2
8/19/2018,2018,August,8,1351,50.90567,-127.34239,Continued monitoring,n/a,n/a,MOWI Canada West,Marsh Bay,Port Hardy,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/10/2018,2
8/20/2018,2018,August,8,227,49.30798,-126.00721,Harvest,n/a,n/a,Cermaq Canada,Bawden,Clayoquot Sound,Atlantic Salmon (Salmo salar),Algae Bloom,1,0,1,0,0,1,0,1,8/1/2018,1
8/22/2018,2018,August,8,306,50.30241,-125.33778,Continued monitoring,n/a,n/a,Cermaq Canada,Venture Point,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/1/2018,1
8/25/2018,2018,August,8,332,49.615349,-123.83407,Continued monitoring,n/a,n/a,Grieg Seafood BC,Salten,Sunshine Coast,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/22/2018,2
8/28/2018,2018,August,8,871,50.324371,-125.26039,Continued monitoring,n/a,Handling,Grieg Seafood BC,Barnes Bay,Discovery Islands,Atlantic Salmon (Salmo salar),Low Dissolved Oxygen,1,0,0,1,1,0,0,1,8/26/2018,1
